event_id,load_id,trip_id,event_type,facility_id,scheduled_datetime,actual_datetime,detention_minutes,on_time_flag,location_city,location_state
EVT00000175,LOAD00000088,TRIP00000088,Pickup,FAC00050,"2022-01-02 15:00:00.000000","2022-01-02 13:51:20.900697",95,True,Memphis,TN
EVT00000176,LOAD00000088,TRIP00000088,Delivery,FAC00019,"2022-01-03 04:21:20.900697","2022-01-03 02:59:25.682906",15,True,Minneapolis,MN
EVT00000177,LOAD00000089,TRIP00000089,Pickup,FAC00037,"2022-01-02 11:00:00.000000","2022-01-02 13:48:15.738591",35,False,Atlanta,GA
EVT00000178,LOAD00000089,TRIP00000089,Delivery,FAC00024,"2022-01-03 02:24:15.738591","2022-01-03 03:16:19.237857",64,True,Miami,FL
EVT00000179,LOAD00000090,TRIP00000090,Pickup,FAC00026,"2022-01-02 07:00:00.000000","2022-01-02 08:07:04.598870",124,True,Columbus,OH
EVT00000180,LOAD00000090,TRIP00000090,Delivery,FAC00023,"2022-01-04 02:01:04.598870","2022-01-04 05:23:06.976333",124,False,"Los Angeles",CA
EVT00000181,LOAD00000091,TRIP00000091,Pickup,FAC00036,"2022-01-02 09:00:00.000000","2022-01-02 08:49:59.506819",81,True,Houston,TX
EVT00000182,LOAD00000091,TRIP00000091,Delivery,FAC00018,"2022-01-03 23:55:59.506819","2022-01-04 01:05:47.357271",0,True,Seattle,WA
EVT00000183,LOAD00000092,TRIP00000092,Pickup,FAC00013,"2022-01-02 08:00:00.000000","2022-01-02 06:41:59.376140",160,True,"Kansas City",MO
EVT00000184,LOAD00000092,TRIP00000092,Delivery,FAC00041,"2022-01-02 16:05:59.376140","2022-01-02 22:05:36.518460",103,False,Indianapolis,IN
EVT00000185,LOAD00000093,TRIP00000093,Pickup,FAC00028,"2022-01-02 10:00:00.000000","2022-01-02 08:54:03.435798",75,True,Phoenix,AZ
EVT00000186,LOAD00000093,TRIP00000093,Delivery,FAC00001,"2022-01-02 22:48:03.435798","2022-01-02 20:25:21.616238",231,False,Denver,CO
EVT00000187,LOAD00000094,TRIP00000094,Pickup,FAC00016,"2022-01-02 13:00:00.000000","2022-01-02 15:58:12.713081",13,False,Miami,FL
EVT00000188,LOAD00000094,TRIP00000094,Delivery,FAC00007,"2022-01-03 13:52:12.713081","2022-01-03 13:55:07.667386",70,True,Dallas,TX
EVT00000189,LOAD00000095,TRIP00000095,Pickup,FAC00026,"2022-01-02 15:00:00.000000","2022-01-02 16:14:53.158177",143,True,Miami,FL
EVT00000190,LOAD00000095,TRIP00000095,Delivery,FAC00047,"2022-01-03 12:32:53.158177","2022-01-03 12:41:21.438337",0,True,Philadelphia,PA
EVT00000191,LOAD00000096,TRIP00000096,Pickup,FAC00026,"2022-01-02 11:00:00.000000","2022-01-02 14:20:03.942137",0,False,Miami,FL
EVT00000192,LOAD00000096,TRIP00000096,Delivery,FAC00048,"2022-01-04 04:56:03.942137","2022-01-04 09:10:30.699216",0,False,Denver,CO
EVT00000193,LOAD00000097,TRIP00000097,Pickup,FAC00004,"2022-01-02 18:00:00.000000","2022-01-02 21:28:42.721363",165,False,"Kansas City",MO
EVT00000194,LOAD00000097,TRIP00000097,Delivery,FAC00025,"2022-01-03 22:58:42.721363","2022-01-03 22:20:24.074308",211,True,Miami,FL
EVT00000195,LOAD00000098,TRIP00000098,Pickup,FAC00027,"2022-01-02 16:00:00.000000","2022-01-02 18:33:49.380567",120,False,Denver,CO
EVT00000196,LOAD00000098,TRIP00000098,Delivery,FAC00046,"2022-01-03 07:03:49.380567","2022-01-03 09:17:04.456030",237,False,"Kansas City",MO
EVT00000197,LOAD00000099,TRIP00000099,Pickup,FAC00039,"2022-01-02 12:00:00.000000","2022-01-02 14:52:26.642946",9,False,Philadelphia,PA
EVT00000198,LOAD00000099,TRIP00000099,Delivery,FAC00032,"2022-01-03 02:46:26.642946","2022-01-03 05:14:12.892945",94,False,Indianapolis,IN
EVT00000199,LOAD00000100,TRIP00000100,Pickup,FAC00020,"2022-01-02 07:00:00.000000","2022-01-02 05:11:54.505500",0,True,Charlotte,NC
EVT00000200,LOAD00000100,TRIP00000100,Delivery,FAC00009,"2022-01-04 07:17:54.505500","2022-01-04 11:24:12.750692",144,False,Portland,OR
EVT00000201,LOAD00000101,TRIP00000101,Pickup,FAC00018,"2022-01-02 11:00:00.000000","2022-01-02 14:04:26.674376",45,False,Philadelphia,PA
EVT00000202,LOAD00000101,TRIP00000101,Delivery,FAC00034,"2022-01-04 19:34:26.674376","2022-01-04 19:47:12.676580",96,True,Seattle,WA
EVT00000203,LOAD00000102,TRIP00000102,Pickup,FAC00034,"2022-01-02 14:00:00.000000","2022-01-02 16:08:32.666521",81,False,Dallas,TX
EVT00000204,LOAD00000102,TRIP00000102,Delivery,FAC00011,"2022-01-03 05:02:32.666521","2022-01-03 04:03:53.491690",145,True,Denver,CO
EVT00000205,LOAD00000103,TRIP00000103,Pickup,FAC00033,"2022-01-02 06:00:00.000000","2022-01-02 09:05:42.990183",113,False,Phoenix,AZ
EVT00000206,LOAD00000103,TRIP00000103,Delivery,FAC00022,"2022-01-03 07:17:42.990183","2022-01-03 10:25:25.568238",196,False,"Kansas City",MO
EVT00000207,LOAD00000104,TRIP00000104,Pickup,FAC00034,"2022-01-02 10:00:00.000000","2022-01-02 09:20:24.697915",141,True,Minneapolis,MN
EVT00000208,LOAD00000104,TRIP00000104,Delivery,FAC00013,"2022-01-03 03:50:24.697915","2022-01-03 00:57:49.271926",65,False,Atlanta,GA
EVT00000209,LOAD00000105,TRIP00000105,Pickup,FAC00003,"2022-01-02 06:00:00.000000","2022-01-02 04:33:20.290176",170,True,Charlotte,NC
EVT00000210,LOAD00000105,TRIP00000105,Delivery,FAC00018,"2022-01-02 16:57:20.290176","2022-01-02 20:04:43.306491",0,False,Memphis,TN
EVT00000211,LOAD00000106,TRIP00000106,Pickup,FAC00007,"2022-01-02 09:00:00.000000","2022-01-02 09:18:23.376254",0,True,"Las Vegas",NV
EVT00000212,LOAD00000106,TRIP00000106,Delivery,FAC00042,"2022-01-04 10:30:23.376254","2022-01-04 13:55:12.176898",48,False,"New York",NY
EVT00000213,LOAD00000107,TRIP00000107,Pickup,FAC00015,"2022-01-02 17:00:00.000000","2022-01-02 18:05:59.498685",157,True,Columbus,OH
EVT00000214,LOAD00000107,TRIP00000107,Delivery,FAC00024,"2022-01-03 02:59:59.498685","2022-01-03 04:51:30.868730",111,True,Philadelphia,PA
EVT00000215,LOAD00000108,TRIP00000108,Pickup,FAC00025,"2022-01-02 16:00:00.000000","2022-01-02 16:03:20.647165",60,True,"New York",NY
EVT00000216,LOAD00000108,TRIP00000108,Delivery,FAC00041,"2022-01-02 17:27:20.647165","2022-01-02 14:47:04.688431",16,False,Philadelphia,PA
EVT00000217,LOAD00000109,TRIP00000109,Pickup,FAC00012,"2022-01-02 11:00:00.000000","2022-01-02 09:28:11.156529",57,True,"Kansas City",MO
EVT00000218,LOAD00000109,TRIP00000109,Delivery,FAC00007,"2022-01-03 18:28:11.156529","2022-01-03 20:59:16.916767",58,False,Portland,OR
EVT00000219,LOAD00000110,TRIP00000110,Pickup,FAC00044,"2022-01-02 08:00:00.000000","2022-01-02 11:18:03.951308",80,False,Seattle,WA
EVT00000220,LOAD00000110,TRIP00000110,Delivery,FAC00020,"2022-01-04 15:12:03.951308","2022-01-04 17:05:14.982339",77,True,Charlotte,NC
EVT00000221,LOAD00000111,TRIP00000111,Pickup,FAC00044,"2022-01-02 16:00:00.000000","2022-01-02 17:00:49.041334",0,True,Atlanta,GA
EVT00000222,LOAD00000111,TRIP00000111,Delivery,FAC00044,"2022-01-03 04:06:49.041334","2022-01-03 06:04:16.190421",68,True,Chicago,IL
EVT00000223,LOAD00000112,TRIP00000112,Pickup,FAC00003,"2022-01-02 16:00:00.000000","2022-01-02 18:26:02.803366",11,False,"Las Vegas",NV
EVT00000224,LOAD00000112,TRIP00000112,Delivery,FAC00026,"2022-01-03 15:44:02.803366","2022-01-03 13:13:58.978541",58,False,"Kansas City",MO
EVT00000225,LOAD00000113,TRIP00000113,Pickup,FAC00017,"2022-01-02 07:00:00.000000","2022-01-02 10:24:41.643420",48,False,"Las Vegas",NV
EVT00000226,LOAD00000113,TRIP00000113,Delivery,FAC00046,"2022-01-03 09:48:41.643420","2022-01-03 13:18:36.161006",93,False,Dallas,TX
EVT00000227,LOAD00000114,TRIP00000114,Pickup,FAC00018,"2022-01-02 14:00:00.000000","2022-01-02 17:36:37.178563",130,False,Columbus,OH
EVT00000228,LOAD00000114,TRIP00000114,Delivery,FAC00020,"2022-01-04 13:12:37.178563","2022-01-04 11:33:27.227435",40,True,"Los Angeles",CA
EVT00000229,LOAD00000115,TRIP00000115,Pickup,FAC00050,"2022-01-02 09:00:00.000000","2022-01-02 08:34:11.827965",80,True,Chicago,IL
EVT00000230,LOAD00000115,TRIP00000115,Delivery,FAC00031,"2022-01-02 20:10:11.827965","2022-01-02 23:10:55.020307",8,False,Charlotte,NC
EVT00000231,LOAD00000116,TRIP00000116,Pickup,FAC00012,"2022-01-02 13:00:00.000000","2022-01-02 16:11:53.110734",174,False,"New York",NY
EVT00000232,LOAD00000116,TRIP00000116,Delivery,FAC00036,"2022-01-02 17:53:53.110734","2022-01-02 16:25:21.340858",147,True,Philadelphia,PA
EVT00000233,LOAD00000117,TRIP00000117,Pickup,FAC00019,"2022-01-02 12:00:00.000000","2022-01-02 10:53:20.194573",7,True,Chicago,IL
EVT00000234,LOAD00000117,TRIP00000117,Delivery,FAC00020,"2022-01-03 22:47:20.194573","2022-01-04 00:38:39.763948",0,True,Portland,OR
EVT00000235,LOAD00000118,TRIP00000118,Pickup,FAC00011,"2022-01-02 13:00:00.000000","2022-01-02 12:24:15.387886",137,True,"Kansas City",MO
EVT00000236,LOAD00000118,TRIP00000118,Delivery,FAC00025,"2022-01-03 17:36:15.387886","2022-01-03 15:16:03.022749",114,False,Portland,OR
EVT00000237,LOAD00000119,TRIP00000119,Pickup,FAC00033,"2022-01-02 10:00:00.000000","2022-01-02 12:27:47.438269",0,False,Philadelphia,PA
EVT00000238,LOAD00000119,TRIP00000119,Delivery,FAC00027,"2022-01-03 08:21:47.438269","2022-01-03 08:05:07.959463",0,True,Minneapolis,MN
EVT00000239,LOAD00000120,TRIP00000120,Pickup,FAC00019,"2022-01-02 10:00:00.000000","2022-01-02 12:19:58.887192",22,False,Atlanta,GA
EVT00000240,LOAD00000120,TRIP00000120,Delivery,FAC00009,"2022-01-03 00:25:58.887192","2022-01-03 06:15:55.918613",191,False,Miami,FL
EVT00000241,LOAD00000121,TRIP00000121,Pickup,FAC00002,"2022-01-02 08:00:00.000000","2022-01-02 06:26:47.245235",116,True,Miami,FL
EVT00000242,LOAD00000121,TRIP00000121,Delivery,FAC00024,"2022-01-03 05:20:47.245235","2022-01-03 08:05:52.406486",0,False,Dallas,TX
EVT00000243,LOAD00000122,TRIP00000122,Pickup,FAC00031,"2022-01-02 08:00:00.000000","2022-01-02 10:33:44.992424",77,False,Philadelphia,PA
EVT00000244,LOAD00000122,TRIP00000122,Delivery,FAC00041,"2022-01-03 05:03:44.992424","2022-01-03 10:55:03.133737",197,False,Minneapolis,MN
EVT00000245,LOAD00000123,TRIP00000123,Pickup,FAC00047,"2022-01-02 08:00:00.000000","2022-01-02 07:00:00.807681",17,True,Miami,FL
EVT00000246,LOAD00000123,TRIP00000123,Delivery,FAC00004,"2022-01-03 06:54:00.807681","2022-01-03 05:14:43.292668",202,True,Philadelphia,PA
EVT00000247,LOAD00000124,TRIP00000124,Pickup,FAC00007,"2022-01-02 16:00:00.000000","2022-01-02 18:37:44.398910",62,False,Philadelphia,PA
EVT00000248,LOAD00000124,TRIP00000124,Delivery,FAC00009,"2022-01-04 16:49:44.398910","2022-01-04 20:33:13.704142",0,False,Seattle,WA
EVT00000249,LOAD00000125,TRIP00000125,Pickup,FAC00038,"2022-01-02 09:00:00.000000","2022-01-02 09:51:16.109205",0,True,Charlotte,NC
EVT00000250,LOAD00000125,TRIP00000125,Delivery,FAC00050,"2022-01-02 22:09:16.109205","2022-01-02 20:14:00.394255",178,True,Memphis,TN
EVT00000251,LOAD00000126,TRIP00000126,Pickup,FAC00044,"2022-01-02 15:00:00.000000","2022-01-02 17:08:56.353027",13,False,"Las Vegas",NV
EVT00000252,LOAD00000126,TRIP00000126,Delivery,FAC00004,"2022-01-03 17:14:56.353027","2022-01-03 19:57:30.548164",107,False,Dallas,TX
EVT00000253,LOAD00000127,TRIP00000127,Pickup,FAC00012,"2022-01-02 15:00:00.000000","2022-01-02 14:46:07.562853",51,True,Portland,OR
EVT00000254,LOAD00000127,TRIP00000127,Delivery,FAC00030,"2022-01-04 04:34:07.562853","2022-01-04 05:59:41.529882",90,True,Detroit,MI
EVT00000255,LOAD00000128,TRIP00000128,Pickup,FAC00041,"2022-01-02 07:00:00.000000","2022-01-02 10:20:23.748199",21,False,Columbus,OH
EVT00000256,LOAD00000128,TRIP00000128,Delivery,FAC00018,"2022-01-02 23:02:23.748199","2022-01-02 23:15:10.472750",0,True,"Kansas City",MO
EVT00000257,LOAD00000129,TRIP00000129,Pickup,FAC00039,"2022-01-02 11:00:00.000000","2022-01-02 14:57:04.555710",131,False,"Las Vegas",NV
EVT00000258,LOAD00000129,TRIP00000129,Delivery,FAC00036,"2022-01-03 11:57:04.555710","2022-01-03 16:43:14.336022",158,False,Dallas,TX
EVT00000259,LOAD00000130,TRIP00000130,Pickup,FAC00033,"2022-01-02 13:00:00.000000","2022-01-02 12:01:13.613302",126,True,"Kansas City",MO
EVT00000260,LOAD00000130,TRIP00000130,Delivery,FAC00027,"2022-01-03 19:07:13.613302","2022-01-03 18:08:07.240543",191,True,"Los Angeles",CA
EVT00000261,LOAD00000131,TRIP00000131,Pickup,FAC00006,"2022-01-02 14:00:00.000000","2022-01-02 16:23:37.541555",80,False,Chicago,IL
EVT00000262,LOAD00000131,TRIP00000131,Delivery,FAC00021,"2022-01-03 04:53:37.541555","2022-01-03 03:02:33.329664",108,True,Charlotte,NC
EVT00000263,LOAD00000132,TRIP00000132,Pickup,FAC00002,"2022-01-02 17:00:00.000000","2022-01-02 17:55:17.475880",10,True,Columbus,OH
EVT00000264,LOAD00000132,TRIP00000132,Delivery,FAC00038,"2022-01-03 05:19:17.475880","2022-01-03 07:20:06.284734",92,False,"Kansas City",MO
EVT00000265,LOAD00000133,TRIP00000133,Pickup,FAC00004,"2022-01-02 11:00:00.000000","2022-01-02 12:39:07.169113",79,True,Seattle,WA
EVT00000266,LOAD00000133,TRIP00000133,Delivery,FAC00004,"2022-01-04 03:27:07.169113","2022-01-04 02:18:52.770185",194,True,Houston,TX
EVT00000267,LOAD00000134,TRIP00000134,Pickup,FAC00029,"2022-01-02 16:00:00.000000","2022-01-02 15:58:59.628941",161,True,Philadelphia,PA
EVT00000268,LOAD00000134,TRIP00000134,Delivery,FAC00048,"2022-01-02 17:40:59.628941","2022-01-02 15:09:19.802361",161,False,"New York",NY
EVT00000269,LOAD00000135,TRIP00000135,Pickup,FAC00011,"2022-01-02 17:00:00.000000","2022-01-02 15:35:19.095849",0,True,Chicago,IL
EVT00000270,LOAD00000135,TRIP00000135,Delivery,FAC00025,"2022-01-04 09:17:19.095849","2022-01-04 10:56:30.623540",89,True,"Los Angeles",CA
EVT00000271,LOAD00000136,TRIP00000136,Pickup,FAC00015,"2022-01-02 12:00:00.000000","2022-01-02 14:17:50.828564",74,False,Chicago,IL
EVT00000272,LOAD00000136,TRIP00000136,Delivery,FAC00008,"2022-01-03 19:29:50.828564","2022-01-03 22:36:00.854476",115,False,"Las Vegas",NV
EVT00000273,LOAD00000137,TRIP00000137,Pickup,FAC00038,"2022-01-02 14:00:00.000000","2022-01-02 14:59:36.659761",46,True,Seattle,WA
EVT00000274,LOAD00000137,TRIP00000137,Delivery,FAC00038,"2022-01-04 14:35:36.659761","2022-01-04 11:45:38.566633",191,False,Charlotte,NC
EVT00000275,LOAD00000138,TRIP00000138,Pickup,FAC00050,"2022-01-02 07:00:00.000000","2022-01-02 05:28:09.309373",25,True,Chicago,IL
EVT00000276,LOAD00000138,TRIP00000138,Delivery,FAC00043,"2022-01-03 20:04:09.309373","2022-01-03 20:06:45.764055",216,True,Portland,OR
EVT00000277,LOAD00000139,TRIP00000139,Pickup,FAC00003,"2022-01-02 13:00:00.000000","2022-01-02 11:29:22.397547",40,True,"New York",NY
EVT00000278,LOAD00000139,TRIP00000139,Delivery,FAC00029,"2022-01-02 13:23:22.397547","2022-01-02 12:48:21.030469",81,True,Philadelphia,PA
EVT00000279,LOAD00000140,TRIP00000140,Pickup,FAC00035,"2022-01-02 08:00:00.000000","2022-01-02 10:22:05.130846",65,False,Miami,FL
EVT00000280,LOAD00000140,TRIP00000140,Delivery,FAC00026,"2022-01-04 16:52:05.130846","2022-01-04 22:35:27.748013",161,False,Seattle,WA
EVT00000281,LOAD00000141,TRIP00000141,Pickup,FAC00019,"2022-01-02 17:00:00.000000","2022-01-02 20:41:36.900997",174,False,Phoenix,AZ
EVT00000282,LOAD00000141,TRIP00000141,Delivery,FAC00041,"2022-01-03 08:47:36.900997","2022-01-03 09:20:38.865462",144,True,Denver,CO
EVT00000283,LOAD00000142,TRIP00000142,Pickup,FAC00013,"2022-01-03 14:00:00.000000","2022-01-03 17:48:17.530485",27,False,Philadelphia,PA
EVT00000284,LOAD00000142,TRIP00000142,Delivery,FAC00040,"2022-01-05 14:06:17.530485","2022-01-05 19:34:09.948428",197,False,Seattle,WA
EVT00000285,LOAD00000143,TRIP00000143,Pickup,FAC00031,"2022-01-03 09:00:00.000000","2022-01-03 07:33:32.602918",32,True,"Kansas City",MO
EVT00000286,LOAD00000143,TRIP00000143,Delivery,FAC00011,"2022-01-04 16:27:32.602918","2022-01-04 16:45:26.902958",76,True,Portland,OR
EVT00000287,LOAD00000144,TRIP00000144,Pickup,FAC00028,"2022-01-03 12:00:00.000000","2022-01-03 14:57:09.384546",28,False,"New York",NY
EVT00000288,LOAD00000144,TRIP00000144,Delivery,FAC00046,"2022-01-03 16:33:09.384546","2022-01-03 20:31:22.612453",0,False,Philadelphia,PA
EVT00000289,LOAD00000145,TRIP00000145,Pickup,FAC00048,"2022-01-03 14:00:00.000000","2022-01-03 13:23:10.387157",137,True,Philadelphia,PA
EVT00000290,LOAD00000145,TRIP00000145,Delivery,FAC00026,"2022-01-04 00:41:10.387157","2022-01-03 22:00:10.856696",83,False,Indianapolis,IN
EVT00000291,LOAD00000146,TRIP00000146,Pickup,FAC00019,"2022-01-03 06:00:00.000000","2022-01-03 05:05:17.207051",177,True,"Kansas City",MO
EVT00000292,LOAD00000146,TRIP00000146,Delivery,FAC00038,"2022-01-04 07:59:17.207051","2022-01-04 10:15:18.898402",119,False,"Los Angeles",CA
EVT00000293,LOAD00000147,TRIP00000147,Pickup,FAC00047,"2022-01-03 18:00:00.000000","2022-01-03 17:36:30.782200",59,True,Miami,FL
EVT00000294,LOAD00000147,TRIP00000147,Delivery,FAC00014,"2022-01-06 09:36:30.782200","2022-01-06 13:22:36.147792",158,False,Seattle,WA
EVT00000295,LOAD00000148,TRIP00000148,Pickup,FAC00016,"2022-01-03 08:00:00.000000","2022-01-03 07:58:18.950853",87,True,Philadelphia,PA
EVT00000296,LOAD00000148,TRIP00000148,Delivery,FAC00046,"2022-01-05 05:58:18.950853","2022-01-05 09:41:15.600263",6,False,Seattle,WA
EVT00000297,LOAD00000149,TRIP00000149,Pickup,FAC00007,"2022-01-03 07:00:00.000000","2022-01-03 09:23:21.901238",162,False,Chicago,IL
EVT00000298,LOAD00000149,TRIP00000149,Delivery,FAC00031,"2022-01-03 21:05:21.901238","2022-01-03 23:36:32.616692",0,False,Charlotte,NC
EVT00000299,LOAD00000150,TRIP00000150,Pickup,FAC00018,"2022-01-03 09:00:00.000000","2022-01-03 11:28:26.744184",70,False,Charlotte,NC
EVT00000300,LOAD00000150,TRIP00000150,Delivery,FAC00027,"2022-01-03 23:10:26.744184","2022-01-03 21:57:38.284070",0,True,Memphis,TN
EVT00000301,LOAD00000151,TRIP00000151,Pickup,FAC00027,"2022-01-03 17:00:00.000000","2022-01-03 20:24:50.884157",0,False,Memphis,TN
EVT00000302,LOAD00000151,TRIP00000151,Delivery,FAC00001,"2022-01-04 09:54:50.884157","2022-01-04 15:18:41.465273",127,False,Minneapolis,MN
EVT00000303,LOAD00000152,TRIP00000152,Pickup,FAC00021,"2022-01-03 14:00:00.000000","2022-01-03 17:53:51.069456",41,False,Chicago,IL
EVT00000304,LOAD00000152,TRIP00000152,Delivery,FAC00021,"2022-01-04 04:59:51.069456","2022-01-04 02:44:47.275507",132,False,Charlotte,NC
EVT00000305,LOAD00000153,TRIP00000153,Pickup,FAC00047,"2022-01-03 06:00:00.000000","2022-01-03 04:35:28.248068",109,True,Portland,OR
EVT00000306,LOAD00000153,TRIP00000153,Delivery,FAC00004,"2022-01-03 07:17:28.248068","2022-01-03 06:13:07.084667",29,True,Seattle,WA
EVT00000307,LOAD00000154,TRIP00000154,Pickup,FAC00012,"2022-01-03 06:00:00.000000","2022-01-03 04:39:23.959837",49,True,Miami,FL
EVT00000308,LOAD00000154,TRIP00000154,Delivery,FAC00027,"2022-01-05 09:45:23.959837","2022-01-05 12:52:20.958051",142,False,Seattle,WA
EVT00000309,LOAD00000155,TRIP00000155,Pickup,FAC00014,"2022-01-03 06:00:00.000000","2022-01-03 04:15:24.148120",81,True,"Las Vegas",NV
EVT00000310,LOAD00000155,TRIP00000155,Delivery,FAC00025,"2022-01-05 08:09:24.148120","2022-01-05 09:51:53.457323",236,True,"New York",NY
EVT00000311,LOAD00000156,TRIP00000156,Pickup,FAC00041,"2022-01-03 15:00:00.000000","2022-01-03 18:36:36.177861",44,False,Chicago,IL
EVT00000312,LOAD00000156,TRIP00000156,Delivery,FAC00044,"2022-01-04 07:54:36.177861","2022-01-04 13:49:14.923181",110,False,Charlotte,NC
EVT00000313,LOAD00000157,TRIP00000157,Pickup,FAC00047,"2022-01-03 09:00:00.000000","2022-01-03 11:56:35.500573",52,False,Miami,FL
EVT00000314,LOAD00000157,TRIP00000157,Delivery,FAC00021,"2022-01-05 03:50:35.500573","2022-01-05 06:14:11.426975",223,False,Denver,CO
EVT00000315,LOAD00000158,TRIP00000158,Pickup,FAC00047,"2022-01-03 17:00:00.000000","2022-01-03 20:17:19.285640",26,False,Dallas,TX
EVT00000316,LOAD00000158,TRIP00000158,Delivery,FAC00013,"2022-01-05 02:11:19.285640","2022-01-05 06:15:44.109753",48,False,"New York",NY
EVT00000317,LOAD00000159,TRIP00000159,Pickup,FAC00020,"2022-01-03 18:00:00.000000","2022-01-03 19:53:14.401412",88,True,Philadelphia,PA
EVT00000318,LOAD00000159,TRIP00000159,Delivery,FAC00018,"2022-01-04 09:17:14.401412","2022-01-04 09:02:00.515192",191,True,Indianapolis,IN
EVT00000319,LOAD00000160,TRIP00000160,Pickup,FAC00014,"2022-01-03 08:00:00.000000","2022-01-03 07:22:28.685743",99,True,Houston,TX
EVT00000320,LOAD00000160,TRIP00000160,Delivery,FAC00002,"2022-01-05 02:28:28.685743","2022-01-05 07:36:48.168634",228,False,Portland,OR
EVT00000321,LOAD00000161,TRIP00000161,Pickup,FAC00019,"2022-01-03 18:00:00.000000","2022-01-03 17:27:02.708431",149,True,"Las Vegas",NV
EVT00000322,LOAD00000161,TRIP00000161,Delivery,FAC00019,"2022-01-03 22:27:02.708431","2022-01-03 20:32:21.585477",93,True,"Los Angeles",CA
EVT00000323,LOAD00000162,TRIP00000162,Pickup,FAC00047,"2022-01-03 18:00:00.000000","2022-01-03 21:27:34.864891",60,False,Columbus,OH
EVT00000324,LOAD00000162,TRIP00000162,Delivery,FAC00032,"2022-01-05 13:15:34.864891","2022-01-05 10:48:37.458726",118,False,"Los Angeles",CA
EVT00000325,LOAD00000163,TRIP00000163,Pickup,FAC00048,"2022-01-03 11:00:00.000000","2022-01-03 13:00:23.079159",114,False,Chicago,IL
EVT00000326,LOAD00000163,TRIP00000163,Delivery,FAC00006,"2022-01-05 01:24:23.079159","2022-01-05 00:18:44.003982",96,True,Portland,OR
EVT00000327,LOAD00000164,TRIP00000164,Pickup,FAC00002,"2022-01-03 16:00:00.000000","2022-01-03 15:20:29.263328",167,True,"Kansas City",MO
EVT00000328,LOAD00000164,TRIP00000164,Delivery,FAC00049,"2022-01-04 00:50:29.263328","2022-01-04 03:04:11.533092",209,False,Indianapolis,IN
EVT00000329,LOAD00000165,TRIP00000165,Pickup,FAC00019,"2022-01-03 13:00:00.000000","2022-01-03 16:57:15.405423",58,False,Philadelphia,PA
EVT00000330,LOAD00000165,TRIP00000165,Delivery,FAC00027,"2022-01-03 18:51:15.405423","2022-01-03 17:10:23.614614",76,True,"New York",NY
EVT00000331,LOAD00000166,TRIP00000166,Pickup,FAC00021,"2022-01-03 15:00:00.000000","2022-01-03 17:18:51.950778",0,False,Columbus,OH
EVT00000332,LOAD00000166,TRIP00000166,Delivery,FAC00003,"2022-01-04 00:48:51.950778","2022-01-04 04:07:04.488864",1,False,Philadelphia,PA
EVT00000333,LOAD00000167,TRIP00000167,Pickup,FAC00015,"2022-01-03 06:00:00.000000","2022-01-03 07:47:35.237077",39,True,Denver,CO
EVT00000334,LOAD00000167,TRIP00000167,Delivery,FAC00003,"2022-01-03 18:05:35.237077","2022-01-03 19:37:22.486368",0,True,"Kansas City",MO
EVT00000335,LOAD00000168,TRIP00000168,Pickup,FAC00023,"2022-01-03 16:00:00.000000","2022-01-03 19:54:16.987918",0,False,Houston,TX
EVT00000336,LOAD00000168,TRIP00000168,Delivery,FAC00020,"2022-01-05 13:30:16.987918","2022-01-05 13:04:46.056180",186,True,Portland,OR
EVT00000337,LOAD00000169,TRIP00000169,Pickup,FAC00003,"2022-01-03 16:00:00.000000","2022-01-03 18:22:39.356224",83,False,Houston,TX
EVT00000338,LOAD00000169,TRIP00000169,Delivery,FAC00021,"2022-01-04 05:10:39.356224","2022-01-04 06:04:54.125282",232,True,Memphis,TN
EVT00000339,LOAD00000170,TRIP00000170,Pickup,FAC00028,"2022-01-03 18:00:00.000000","2022-01-03 17:34:09.121549",123,True,Miami,FL
EVT00000340,LOAD00000170,TRIP00000170,Delivery,FAC00032,"2022-01-06 00:16:09.121549","2022-01-06 04:25:31.106173",0,False,Seattle,WA
EVT00000341,LOAD00000171,TRIP00000171,Pickup,FAC00040,"2022-01-03 17:00:00.000000","2022-01-03 20:43:58.956003",179,False,Memphis,TN
EVT00000342,LOAD00000171,TRIP00000171,Delivery,FAC00030,"2022-01-05 09:07:58.956003","2022-01-05 08:00:17.335326",46,True,"Los Angeles",CA
EVT00000343,LOAD00000172,TRIP00000172,Pickup,FAC00050,"2022-01-03 14:00:00.000000","2022-01-03 16:34:35.983052",108,False,"Kansas City",MO
EVT00000344,LOAD00000172,TRIP00000172,Delivery,FAC00022,"2022-01-04 22:16:35.983052","2022-01-05 03:05:00.170371",123,False,"Los Angeles",CA
EVT00000345,LOAD00000173,TRIP00000173,Pickup,FAC00007,"2022-01-03 10:00:00.000000","2022-01-03 11:04:52.951263",116,True,Columbus,OH
EVT00000346,LOAD00000173,TRIP00000173,Delivery,FAC00007,"2022-01-04 00:16:52.951263","2022-01-04 02:08:18.566848",82,True,"Kansas City",MO
EVT00000347,LOAD00000174,TRIP00000174,Pickup,FAC00048,"2022-01-03 09:00:00.000000","2022-01-03 08:13:13.397224",24,True,Philadelphia,PA
EVT00000348,LOAD00000174,TRIP00000174,Delivery,FAC00012,"2022-01-05 06:55:13.397224","2022-01-05 08:59:10.928794",2,False,Seattle,WA
